example_id,subset,pair_type,source_text,target_text,alternate_text,direct_distance,off_manifold_mean,geodesic_length,detour_ratio,dual_path_length,dual_detour_ratio,switch_count,midpoint_label,path_nearest_nodes
149,swap_object,congruent,A blue vase with an orange floral patters sits in front of a map.,A map is positioned behind a blue vase with an orange floral pattern.,A map with an orange floral pattern sits in front of a blue vase.,0.5040106773376465,0.14000296934349934,0.5040106773376465,1.0,0.5518126674876125,1.0648886462426328,1,target,"[36, 36, 36, 36, 36, 36, 167, 167, 167, 167, 167]"
149,swap_object,incongruent,A blue vase with an orange floral patters sits in front of a map.,A map with an orange floral pattern sits in front of a blue vase.,A map is positioned behind a blue vase with an orange floral pattern.,0.5198379755020142,0.14439943545132744,0.5198379755020142,1.0,0.5748643467959919,1.0731499697766027,1,source,"[36, 36, 36, 36, 36, 36, 168, 168, 168, 168, 168]"
232,swap_object,congruent,A young person swinging a baseball bat in front of a catcher.,A young person is in front of a catcher swinging a baseball bat.,A catcher swinging a baseball bat in front of a young person.,0.3819384276866913,0.10609401161223603,0.3819384276866913,1.0,0.35749999135175686,1.0233241746912392,1,source,"[404, 404, 404, 404, 404, 401, 401, 401, 401, 401, 401]"
232,swap_object,incongruent,A young person swinging a baseball bat in front of a catcher.,A catcher swinging a baseball bat in front of a young person.,A young person is in front of a catcher swinging a baseball bat.,0.5840882658958435,0.16224674106387948,0.5840882658958435,1.0,0.6943337197218812,1.1010170583274588,1,source,"[404, 404, 404, 404, 404, 59, 59, 59, 59, 59, 59]"
108,swap_object,congruent,A person on a motorcycle driving past a group of people behind a fence.,A person is driving a motorcycle past a group of individuals who are behind a fence.,A group of people on motorcycles driving past a person behind a fence.,0.45809632539749146,0.12724897353137335,0.45809632539749146,1.0,0.491958775812745,1.044816913336896,1,target,"[236, 236, 236, 236, 236, 214, 214, 214, 214, 214, 214]"
108,swap_object,incongruent,A person on a motorcycle driving past a group of people behind a fence.,A group of people on motorcycles driving past a person behind a fence.,A person is driving a motorcycle past a group of individuals who are behind a fence.,0.4939746856689453,0.13721519410501648,0.4939746856689453,1.0,0.554281247185526,1.058070778066899,1,target,"[236, 236, 236, 236, 236, 115, 115, 115, 115, 115, 115]"
182,swap_object,congruent,Vase full of feathers sitting on a table next to a floral drape.,"The floral drape is positioned adjacent to the table, which has a vase full of feathers sitting on it.",A floral drape full of feathers sitting on a table next to a vase.,0.5712191462516785,0.1586719820701872,0.5712191462516785,1.0,0.6489784754180438,1.1042631346016336,1,target,"[627, 627, 627, 627, 627, 522, 522, 522, 522, 522, 522]"
182,swap_object,incongruent,Vase full of feathers sitting on a table next to a floral drape.,A floral drape full of feathers sitting on a table next to a vase.,"The floral drape is positioned adjacent to the table, which has a vase full of feathers sitting on it.",0.463415265083313,0.12872646716980818,0.463415265083313,1.0,0.4958993025502531,1.046434322890199,1,source,"[627, 627, 627, 627, 627, 93, 93, 93, 93, 93, 93]"
168,swap_object,congruent,A well-lit and well-decorated living room shows a glimpse of a glass front door through the corridor. ,A glimpse of a glass front door can be seen through the corridor in a well-decorated and well-lit living room.,A well-lit and well-decorated glass front door shows a glimpse of a living room through the corridor.,0.42365214228630066,0.11768115105732407,0.42365214228630066,1.0,0.3827592977150438,1.0352766790002859,1,target,"[369, 369, 369, 369, 369, 98, 98, 98, 98, 98, 98]"
168,swap_object,incongruent,A well-lit and well-decorated living room shows a glimpse of a glass front door through the corridor. ,A well-lit and well-decorated glass front door shows a glimpse of a living room through the corridor.,A glimpse of a glass front door can be seen through the corridor in a well-decorated and well-lit living room.,0.30864351987838745,0.0857343109445242,0.30864351987838745,1.0,0.23129970539252714,1.0100281671495726,1,target,"[369, 369, 369, 369, 369, 368, 368, 368, 368, 368, 368]"
81,swap_object,congruent,A horse pulling a carriage on a narrow path.,A carriage is being pulled by a horse on a narrow path.,A carriage pulling a horse on a narrow path.,0.4256473481655121,0.11809416393403377,0.4256473481655121,1.0,0.37687783065854474,1.0361068389452193,2,alternate,"[132, 132, 132, 132, 132, 55, 54, 54, 54, 54, 54]"
81,swap_object,incongruent,A horse pulling a carriage on a narrow path.,A carriage pulling a horse on a narrow path.,A carriage is being pulled by a horse on a narrow path.,0.3137863278388977,0.08716286321825657,0.3137863278388977,1.0,0.24944959067989161,1.0113877997953562,1,source,"[132, 132, 132, 132, 132, 55, 55, 55, 55, 55, 55]"
15,swap_object,congruent,A street scene with a horse pulling a white carriage.,A white carriage is being pulled by a horse on a street.,A street scene with a white carriage pulling a horse.,0.6161471605300903,0.1711519903921492,0.6161471605300903,1.0,0.7276626002368645,1.1181929639705956,1,source,"[332, 332, 332, 332, 332, 332, 372, 372, 372, 372, 372]"
15,swap_object,incongruent,A street scene with a horse pulling a white carriage.,A street scene with a white carriage pulling a horse.,A white carriage is being pulled by a horse on a street.,0.2733626663684845,0.07593407167594357,0.2733626663684845,1.0,0.19272625496027707,1.0063065839567242,1,source,"[332, 332, 332, 332, 332, 332, 333, 333, 333, 333, 333]"
57,swap_object,congruent,A cat sitting on the couch with a dog laying on the floor.,The dog is lying on the floor while the cat is sitting on the couch.,A dog sitting on the couch with a cat laying on the floor.,0.6483727097511292,0.1801035390427681,0.6483727097511292,1.0,0.795509005291276,1.1331830919668244,1,source,"[57, 57, 57, 57, 57, 57, 518, 518, 518, 518, 518]"
57,swap_object,incongruent,A cat sitting on the couch with a dog laying on the floor.,A dog sitting on the couch with a cat laying on the floor.,The dog is lying on the floor while the cat is sitting on the couch.,0.29411089420318604,0.08169746632236025,0.29411089420318604,1.0,0.22200047791452088,1.0084966347129911,1,target,"[57, 57, 57, 57, 57, 57, 90, 90, 90, 90, 90]"
16,swap_object,congruent,A cargo van parked in front of a smart car.,A smart car is parked behind a cargo van which is huge.,A smart car parked in front of a large cargo van.,0.5433123707771301,0.15092009599124567,0.5433123707771301,1.0,0.5977311632533107,1.0878989103272676,1,target,"[53, 53, 53, 53, 53, 53, 318, 318, 318, 318, 318]"
16,swap_object,incongruent,A cargo van parked in front of a smart car.,A smart car parked in front of a large cargo van.,A smart car is parked behind a cargo van which is huge.,0.4117037355899811,0.11436214305270544,0.4117037355899811,1.0,0.4042113697118526,1.0303020126243534,1,target,"[53, 53, 53, 53, 53, 53, 319, 319, 319, 319, 319]"
239,swap_object,congruent,A statue is sitting on a bench and a person sits on a cement block.,A person is sitting on a cement block while a statue is positioned on a bench.,A person is sitting on a bench and a statue sits on a cement block.,0.4045712947845459,0.11238091862652458,0.4045712947845459,1.0,0.37676064889556043,1.0293862911935616,1,target,"[327, 327, 327, 327, 327, 230, 230, 230, 230, 230, 230]"
239,swap_object,incongruent,A statue is sitting on a bench and a person sits on a cement block.,A person is sitting on a bench and a statue sits on a cement block.,A person is sitting on a cement block while a statue is positioned on a bench.,0.43812116980552673,0.1217003231890977,0.43812116980552673,1.0,0.42950523671569624,1.0394224721712786,1,target,"[327, 327, 327, 327, 327, 229, 229, 229, 229, 229, 229]"
124,swap_object,congruent,A person cuts a pizza to serve with salad and wine.,A person slices a pizza to serve alongside wine and a salad.,A person cuts a salad to serve with pizza and wine.,0.38493919372558594,0.10692755799147038,0.38493919372558594,1.0,0.34897313539659564,1.0234618214770415,1,target,"[175, 175, 175, 175, 175, 175, 253, 253, 253, 253, 253]"
124,swap_object,incongruent,A person cuts a pizza to serve with salad and wine.,A person cuts a salad to serve with pizza and wine.,A person slices a pizza to serve alongside wine and a salad.,0.3578127324581146,0.09939241869978417,0.3578127324581146,1.0,0.3060168046768459,1.0178443656493166,1,target,"[175, 175, 175, 175, 175, 175, 176, 176, 176, 176, 176]"
203,swap_object,congruent,A person carrying a surfboard on the beach at sunset.,"At sunset, a person is on the beach carrying a surfboard.",A surfboard carrying a person on the beach at sunset.,0.42119714617729187,0.11699919981075478,0.42119714617729187,1.0,0.41509326746479075,1.0332562061834294,1,source,"[173, 173, 173, 173, 173, 173, 433, 433, 433, 433, 433]"
203,swap_object,incongruent,A person carrying a surfboard on the beach at sunset.,A surfboard carrying a person on the beach at sunset.,"At sunset, a person is on the beach carrying a surfboard.",0.44428688287734985,0.12341302569689157,0.44428688287734985,1.0,0.4545187440205594,1.0401765811572328,1,source,"[173, 173, 173, 173, 173, 173, 337, 337, 337, 337, 337]"
206,swap_object,congruent,Three remotes sitting on top of a mattress.,The three remotes are positioned on top of the mattress.,A mattress sitting on top of three remotes.,0.44595491886138916,0.1238763674423489,0.44595491886138916,1.0,0.46358497092724665,1.0411482167465562,1,target,"[595, 595, 595, 595, 595, 567, 567, 567, 567, 567, 567]"
206,swap_object,incongruent,Three remotes sitting on top of a mattress.,A mattress sitting on top of three remotes.,The three remotes are positioned on top of the mattress.,0.47980210185050964,0.13327835486562212,0.47980210185050964,1.0,0.5211112505773688,1.0531291775028757,1,source,"[595, 595, 595, 595, 595, 169, 169, 169, 169, 169, 169]"
134,swap_object,congruent,A pizza sitting on top of a pizza box covered in cheese.,A pizza is positioned on top of a pizza box that is covered in cheese.,A pizza box sitting on top of a pizza covered in cheese.,0.4184887707233429,0.11624687447779466,0.4184887707233429,1.0,0.4089313576423192,1.0322316566656744,1,source,"[285, 285, 285, 285, 285, 284, 284, 284, 284, 284, 284]"
134,swap_object,incongruent,A pizza sitting on top of a pizza box covered in cheese.,A pizza box sitting on top of a pizza covered in cheese.,A pizza is positioned on top of a pizza box that is covered in cheese.,0.2810969352722168,0.07808248615401497,0.2810969352722168,1.0,0.1956932081539233,1.0069574040440497,1,source,"[285, 285, 285, 285, 285, 283, 283, 283, 283, 283, 283]"
146,swap_object,congruent,A school bus in the street behind other cars.,A school bus is positioned behind other cars on the street.,Other cars in the street behind a school bus.,0.4486888349056244,0.124635788914594,0.4486888349056244,1.0,0.47520092267718433,1.0417411026921597,1,source,"[299, 299, 299, 299, 299, 299, 300, 300, 300, 300, 300]"
146,swap_object,incongruent,A school bus in the street behind other cars.,Other cars in the street behind a school bus.,A school bus is positioned behind other cars on the street.,0.5109140276908875,0.1419205595066474,0.5109140276908875,1.0,0.5826068934584147,1.0651932477503716,1,source,"[299, 299, 299, 299, 299, 299, 463, 463, 463, 463, 463]"
230,swap_object,congruent,A snowboarder is flying in the air over snow.,A person on skis above snow is flying in the air.,Snow is flying in the air over a snowboarder.,0.7715228796005249,0.21431191475620018,0.7715228796005249,1.0,0.9551956874869857,1.2077003496685932,1,source,"[324, 324, 324, 324, 324, 239, 239, 239, 239, 239, 239]"
230,swap_object,incongruent,A snowboarder is flying in the air over snow.,Snow is flying in the air over a snowboarder.,A person on skis above snow is flying in the air.,0.6669803261756897,0.18527231814664993,0.6669803261756897,1.0,0.842960359789715,1.1467934227850662,1,target,"[324, 324, 324, 324, 324, 324, 488, 488, 488, 488, 488]"
35,swap_object,congruent,A little child playing with a teddy bear and chewing on a toothbrush.,A yound child is chewing on a toothbrush while playing with a teddy bear.,A little child playing with a toothbrush and chewing on a teddy bear.,0.534088671207428,0.14835798032238007,0.534088671207428,1.0,0.5973561620404135,1.0747460550532573,1,target,"[157, 157, 157, 157, 157, 157, 389, 389, 389, 389, 389]"
35,swap_object,incongruent,A little child playing with a teddy bear and chewing on a toothbrush.,A little child playing with a toothbrush and chewing on a teddy bear.,A yound child is chewing on a toothbrush while playing with a teddy bear.,0.2373063713312149,0.06591843631684344,0.2373063713312149,1.0,0.14356101755874168,1.00360700335512,1,target,"[157, 157, 157, 157, 157, 157, 158, 158, 158, 158, 158]"
148,swap_object,congruent,a tub boat pulling a small barge through the water,A small barge is being pulled through the water by a tub boat.,A small barge pulling a tub boat through the water.,0.5523993372917175,0.15344426216052848,0.5523993372917175,1.0,0.6139144610334284,1.0883334813406407,1,target,"[654, 654, 654, 654, 654, 312, 312, 312, 312, 312, 312]"
148,swap_object,incongruent,a tub boat pulling a small barge through the water,A small barge pulling a tub boat through the water.,A small barge is being pulled through the water by a tub boat.,0.4814455211162567,0.13373486979305463,0.4814455211162567,1.0,0.5315910707172964,1.053074647637692,1,source,"[654, 654, 654, 654, 654, 313, 313, 313, 313, 313, 313]"
231,swap_object,congruent,A truck is shown with another car in the back of it.,TAnother car is positioned behind the truck in the image.,Another car is shown with a truck in the back of it.,0.7865782976150513,0.21849397817136873,0.7865782976150513,1.0,0.9610629407078884,1.224890511006691,1,source,"[358, 358, 358, 358, 358, 358, 500, 500, 500, 500, 500]"
231,swap_object,incongruent,A truck is shown with another car in the back of it.,Another car is shown with a truck in the back of it.,TAnother car is positioned behind the truck in the image.,0.3744998872280121,0.10402775294888317,0.3744998872280121,1.0,0.35373909597051967,1.021536827191382,1,source,"[358, 358, 358, 358, 358, 358, 430, 430, 430, 430, 430]"
79,swap_object,congruent,A bagel machine is making bagels while people work in the background.,"While people work in the background, a bagel machine is preparing bagels.",People are making bagels while a bagel machine works in the background.,0.3894076347351074,0.10816878738562156,0.3894076347351074,1.0,0.36611187265442463,1.0245021048148428,1,source,"[6, 6, 6, 6, 6, 6, 633, 633, 633, 633, 633]"
79,swap_object,incongruent,A bagel machine is making bagels while people work in the background.,People are making bagels while a bagel machine works in the background.,"While people work in the background, a bagel machine is preparing bagels.",0.364007830619812,0.10111328276103349,0.364007830619812,1.0,0.32407951575408483,1.0189806388459952,1,source,"[6, 6, 6, 6, 6, 6, 465, 465, 465, 465, 465]"
167,swap_object,congruent,A skier is posing for the camera while a young child is in the background. ,A young child is positioned in the background while a skier is posing for the camera.,A young child is posing for the camera while a skier is in the background.,0.47636693716049194,0.13232414591178082,0.47636693716049194,1.0,0.48901948776299453,1.0543330258208043,1,target,"[309, 309, 309, 309, 309, 309, 395, 395, 395, 395, 395]"
167,swap_object,incongruent,A skier is posing for the camera while a young child is in the background. ,A young child is posing for the camera while a skier is in the background.,A young child is positioned in the background while a skier is posing for the camera.,0.42865103483200073,0.11906973568264562,0.42865103483200073,1.0,0.41803975923066633,1.0360542721138903,1,target,"[309, 309, 309, 309, 309, 309, 393, 393, 393, 393, 393]"
191,swap_object,congruent,"A faded stop sign with two street signs above, in a rural area.","A stop sign that is faded with two street signs above, is positioned in a rural area.","Two faded street signs with a stop sign above, in a rural area.",0.33684346079826355,0.0935676234169396,0.33684346079826355,1.0,0.2702489572247821,1.014065506599493,1,source,"[92, 92, 92, 92, 92, 92, 331, 331, 331, 331, 331]"
191,swap_object,incongruent,"A faded stop sign with two street signs above, in a rural area.","Two faded street signs with a stop sign above, in a rural area.","A stop sign that is faded with two street signs above, is positioned in a rural area.",0.29863184690475464,0.08295329690791522,0.29863184690475464,1.0,0.2148125608405874,1.008818672262845,1,source,"[92, 92, 92, 92, 92, 92, 605, 605, 605, 605, 605]"
85,swap_object,congruent,A picture of a bathroom with a fern plant near the sink and a photo of a city above the toilet. ,"A photograph of a bathroom featuring a sink with a fern plant nearby, and a depiction of a city situated above the toilet.",A picture of a bathroom with a photo of a city near the sink and a fern plant above the toilet.,0.4019206464290619,0.11164462269231981,0.4019206464290619,1.0,0.35347067464883447,1.0279050612249963,1,target,"[281, 281, 281, 281, 281, 280, 280, 280, 280, 280, 280]"
85,swap_object,incongruent,A picture of a bathroom with a fern plant near the sink and a photo of a city above the toilet. ,A picture of a bathroom with a photo of a city near the sink and a fern plant above the toilet.,"A photograph of a bathroom featuring a sink with a fern plant nearby, and a depiction of a city situated above the toilet.",0.2433370053768158,0.06759361228110632,0.2433370053768158,1.0,0.14485470647368692,1.003950852325487,1,source,"[281, 281, 281, 281, 281, 281, 282, 282, 282, 282, 282]"
176,swap_object,congruent,A street sign is pictured at the forefront with an ornate building in the background. ,An ornate building is positioned in the background with a street sign shown in the foreground.,An ornate building is pictured at the forefront with a street sign in the background.,0.5186015367507935,0.14405598680583961,0.5186015367507935,1.0,0.5559707528767797,1.074283312559654,1,source,"[334, 334, 334, 334, 334, 334, 422, 422, 422, 422, 422]"
176,swap_object,incongruent,A street sign is pictured at the forefront with an ornate building in the background. ,An ornate building is pictured at the forefront with a street sign in the background.,An ornate building is positioned in the background with a street sign shown in the foreground.,0.44031471014022827,0.12230963798050455,0.44031471014022827,1.0,0.44771245321163833,1.0388224765237788,1,source,"[334, 334, 334, 334, 334, 334, 421, 421, 421, 421, 421]"
215,swap_object,congruent,a close up of a dog with a car in the back,A car in the background of a close-up photo of a dog.,A close up of a car with a dog in the back.,0.6155124306678772,0.17097567427197558,0.6155124306678772,1.0,0.7492697863160719,1.1236857218701555,1,target,"[640, 640, 640, 640, 640, 52, 52, 52, 52, 52, 52]"
215,swap_object,incongruent,a close up of a dog with a car in the back,A close up of a car with a dog in the back.,A car in the background of a close-up photo of a dog.,0.4904763102531433,0.13624341723011757,0.4904763102531433,1.0,0.5518151710391245,1.0583983758042546,1,source,"[640, 640, 640, 640, 640, 67, 67, 67, 67, 67, 67]"
160,swap_object,congruent,A horse pulling a wagon with a conductor down the road. ,A wagon with a conductor is being pulled down the road by a horse.,A conductor pulling a wagon with a horse down the road.,0.5039915442466736,0.1399976431303341,0.5039915442466736,1.0,0.5585609912913934,1.0654187122395091,1,target,"[133, 133, 133, 133, 133, 133, 366, 366, 366, 366, 366]"
160,swap_object,incongruent,A horse pulling a wagon with a conductor down the road. ,A conductor pulling a wagon with a horse down the road.,A wagon with a conductor is being pulled down the road by a horse.,0.5118077993392944,0.14216883476473213,0.5118077993392944,1.0,0.5705735808438432,1.0691709120704869,1,source,"[133, 133, 133, 133, 133, 77, 77, 77, 77, 77, 77]"
9,swap_object,congruent,A person with a ball facing a child with a racquet.,A person holding a ball is standing in front of a child holding a racquet.,A child with a ball facing a person with a racquet.,0.509620189666748,0.14156115950099918,0.509620189666748,1.0,0.5813320800321982,1.0641425083994396,1,target,"[273, 273, 273, 273, 273, 185, 185, 185, 185, 185, 185]"
9,swap_object,incongruent,A person with a ball facing a child with a racquet.,A child with a ball facing a person with a racquet.,A person holding a ball is standing in front of a child holding a racquet.,0.3582246005535126,0.09950682826543283,0.3582246005535126,1.0,0.3200634945941358,1.0179743128483696,1,target,"[273, 273, 273, 273, 273, 64, 64, 64, 64, 64, 64]"
95,swap_object,congruent,a person standing on cement lift their leg over a brief case,A person elevates their leg over a briefcase while standing on a cement.,a person standing on a briefcase lifts their leg over cement.,0.48376765847206116,0.13437990761648183,0.48376765847206116,1.0,0.5123058508655816,1.05716610891905,1,target,"[649, 649, 649, 649, 649, 180, 180, 180, 180, 180, 180]"
95,swap_object,incongruent,a person standing on cement lift their leg over a brief case,a person standing on a briefcase lifts their leg over cement.,A person elevates their leg over a briefcase while standing on a cement.,0.47318729758262634,0.13144091472586988,0.47318729758262634,1.0,0.4963805989247647,1.0525225011176595,1,target,"[649, 649, 649, 649, 649, 648, 648, 648, 648, 648, 648]"
90,swap_object,congruent,"A table with five red cups, a pineapple and some oranges on a plate","A plate with some oranges, five red cups, and a pineapple are placed on a table.","A plate with five red cups, a pineapple and some oranges on a table.",0.43735724687576294,0.12148811567119806,0.43735724687576294,1.0,0.40964804367536634,1.0391810553537175,1,target,"[340, 340, 340, 340, 340, 289, 289, 289, 289, 289, 289]"
90,swap_object,incongruent,"A table with five red cups, a pineapple and some oranges on a plate","A plate with five red cups, a pineapple and some oranges on a table.","A plate with some oranges, five red cups, and a pineapple are placed on a table.",0.38082751631736755,0.1057854238185014,0.38082751631736755,1.0,0.34208112609416985,1.02251624648461,1,target,"[340, 340, 340, 340, 340, 288, 288, 288, 288, 288, 288]"
235,swap_object,congruent,Two persons biting a surfboard with a shark on it.,A couple of persons are biting a surfboard that has a shark on it.,A shark biting a surfboard with two persons on it.,0.3172667622566223,0.08812964983908134,0.3172667622566223,1.0,0.2550948353512105,1.0112486701387196,1,target,"[620, 620, 620, 620, 620, 83, 83, 83, 83, 83, 83]"
235,swap_object,incongruent,Two persons biting a surfboard with a shark on it.,A shark biting a surfboard with two persons on it.,A couple of persons are biting a surfboard that has a shark on it.,0.5022066831588745,0.13950186226580064,0.5022066831588745,1.0,0.5688843297308032,1.0613536408372095,1,source,"[620, 620, 620, 620, 620, 302, 302, 302, 302, 302, 302]"
194,swap_object,congruent,A person is holding a baby with another young child beside the person.,A young child is standing beside a person who is holding a baby.,A young child is holding a baby with another person beside the child.,0.631817102432251,0.1755047567279635,0.631817102432251,1.0,0.7643100460213803,1.1416945510074488,1,source,"[216, 216, 216, 216, 216, 216, 397, 397, 397, 397, 397]"
194,swap_object,incongruent,A person is holding a baby with another young child beside the person.,A young child is holding a baby with another person beside the child.,A young child is standing beside a person who is holding a baby.,0.4989277124404907,0.13859102703524373,0.4989277124404907,1.0,0.5653491559621698,1.0613491192339788,1,source,"[216, 216, 216, 216, 216, 216, 392, 392, 392, 392, 392]"
34,swap_object,congruent,A man holds a bat while a woman watches.,A woman watches while a man holds a bat.,A woman holds a bat while a man watches.,0.4440331757068634,0.12334255190901595,0.4440331757068634,1.0,0.428060727052668,1.0417937272139355,1,target,"[166, 166, 166, 166, 166, 166, 383, 383, 383, 383, 383]"
34,swap_object,incongruent,A man holds a bat while a woman watches.,A woman holds a bat while a man watches.,A woman watches while a man holds a bat.,0.35770606994628906,0.09936279811612572,0.35770606994628906,1.0,0.3014110472468074,1.0181877181616465,1,target,"[166, 166, 166, 166, 166, 166, 382, 382, 382, 382, 382]"
186,swap_object,congruent,A table topped with a cake covered in berries next to a plate of sandwiches.,A cake covered in berries is positioned adjacent to a plate of sandwiches on top of a table.,A table topped with a plate of sandwiches covered in berries next to a cake.,0.40564703941345215,0.11267972941549693,0.40564703941345215,1.0,0.37391813157981296,1.02849990292069,1,target,"[338, 338, 338, 338, 338, 51, 51, 51, 51, 51, 51]"
186,swap_object,incongruent,A table topped with a cake covered in berries next to a plate of sandwiches.,A table topped with a plate of sandwiches covered in berries next to a cake.,A cake covered in berries is positioned adjacent to a plate of sandwiches on top of a table.,0.2749578058719635,0.07637717062609742,0.2749578058719635,1.0,0.18237887233144415,1.006527678099105,1,target,"[338, 338, 338, 338, 338, 338, 339, 339, 339, 339, 339]"
152,swap_object,congruent,A person surfing in the ocean with a sail boat behind the person.,"with a sail boat positioned in the background, a person is surfing in the ocean.",A sail boat surfing in the ocean with a person behind it.,0.6229219436645508,0.1730338800565018,0.6229219436645508,1.0,0.7609729816873546,1.1264454131441846,1,target,"[261, 261, 261, 261, 261, 261, 671, 671, 671, 671, 671]"
152,swap_object,incongruent,A person surfing in the ocean with a sail boat behind the person.,A sail boat surfing in the ocean with a person behind it.,"with a sail boat positioned in the background, a person is surfing in the ocean.",0.4765629172325134,0.1323785854748383,0.4765629172325134,1.0,0.5276960985603841,1.0526609195586571,1,target,"[261, 261, 261, 261, 261, 261, 298, 298, 298, 298, 298]"
13,swap_object,congruent,Three snow boards behind trophies in a window.,Three snowboards are displayed behind trophies in a window.,Three trophies behind snow boards in a window.,0.33687886595726013,0.09357746650449753,0.33687886595726013,1.0,0.2920250956009826,1.0147294674515341,1,source,"[596, 596, 596, 596, 596, 596, 597, 597, 597, 597, 597]"
13,swap_object,incongruent,Three snow boards behind trophies in a window.,Three trophies behind snow boards in a window.,Three snowboards are displayed behind trophies in a window.,0.4184742569923401,0.11624285140408566,0.4184742569923401,1.0,0.4310099010556717,1.0335116043956345,1,source,"[596, 596, 596, 596, 596, 596, 598, 598, 598, 598, 598]"
664,swap_atribute,congruent,A white toilet with a black colored seat.,The toilet seat is black while the toilet is white.,A black colored toilet with a white seat.,0.5878307223320007,0.16328631521907638,0.5878307223320007,1.0,0.6938221342351436,1.1037455326481092,1,target,"[380, 380, 380, 380, 380, 380, 571, 571, 571, 571, 571]"
664,swap_atribute,incongruent,A white toilet with a black colored seat.,A black colored toilet with a white seat.,The toilet seat is black while the toilet is white.,0.30214205384254456,0.0839283518977849,0.30214205384254456,1.0,0.22766002788068157,1.009408277649616,1,source,"[380, 380, 380, 380, 380, 26, 26, 26, 26, 26, 26]"
443,swap_atribute,congruent,a little black bird with a big colorful beak sitting on a branch,"A small black bird with a large, colorful beak perched on a branch.",a big colorful black bird with a little beak sitting on a branch,0.5593721270561218,0.1553811432557578,0.5593721270561218,1.0,0.6619903441328242,1.0866052131431119,1,target,"[646, 646, 646, 646, 646, 314, 314, 314, 314, 314, 314]"
443,swap_atribute,incongruent,a little black bird with a big colorful beak sitting on a branch,a big colorful black bird with a little beak sitting on a branch,"A small black bird with a large, colorful beak perched on a branch.",0.3492942750453949,0.09702618977319902,0.3492942750453949,1.0,0.3053575787170436,1.0164725755901107,1,target,"[646, 646, 646, 646, 646, 635, 635, 635, 635, 635, 635]"
546,swap_atribute,congruent,"A smiling child standing beside a sign that says ""Princess Parking Only"".","""Princess Parking Only"" reads a sign next to a child with a smile.","A Princess child standing beside a sign that says ""smiling Parking Only"".",0.4755208492279053,0.13208912622124924,0.4755208492279053,1.0,0.49028613088161555,1.052576554955686,1,target,"[320, 320, 320, 320, 320, 1, 1, 1, 1, 1, 1]"
546,swap_atribute,incongruent,"A smiling child standing beside a sign that says ""Princess Parking Only"".","A Princess child standing beside a sign that says ""smiling Parking Only"".","""Princess Parking Only"" reads a sign next to a child with a smile.",0.3608463406562805,0.10023509733594585,0.3608463406562805,1.0,0.31121329646457807,1.018897096215662,1,target,"[320, 320, 320, 320, 320, 3, 3, 3, 3, 3, 3]"
303,swap_atribute,congruent,"A person falling asleep next to another person, who are both sitting down.","A person is sitting next to another person, both of whom are falling asleep while sitting down.","A person sitting down next to another person, who are both falling asleep.",0.5210804343223572,0.14474456785147774,0.5210804343223572,1.0,0.5624503075824698,1.0757916524385673,1,source,"[181, 181, 181, 181, 181, 181, 228, 228, 228, 228, 228]"
303,swap_atribute,incongruent,"A person falling asleep next to another person, who are both sitting down.","A person sitting down next to another person, who are both falling asleep.","A person is sitting next to another person, both of whom are falling asleep while sitting down.",0.4283508062362671,0.11898633528527641,0.4283508062362671,1.0,0.42847137701616217,1.0352184027173927,1,source,"[181, 181, 181, 181, 181, 181, 250, 250, 250, 250, 250]"
235,swap_atribute,congruent,The bathroom is painted a light blue and has pink ceramic tile that adorns the shower wall along with a maple color vanity and door.,The bathroom has a maple color vanity and door. The wall is painted in light blue and has pink ceramic tile that adorns the shower wall.,The bathroom is painted pink and has a light blue ceramic tile that adorns the shower wall along with a maple color vanity and door.,0.28112393617630005,0.07808998347833768,0.28112393617630005,1.0,0.19751348701483948,1.0075668632962098,1,source,"[507, 507, 507, 507, 507, 506, 506, 506, 506, 506, 506]"
235,swap_atribute,incongruent,The bathroom is painted a light blue and has pink ceramic tile that adorns the shower wall along with a maple color vanity and door.,The bathroom is painted pink and has a light blue ceramic tile that adorns the shower wall along with a maple color vanity and door.,The bathroom has a maple color vanity and door. The wall is painted in light blue and has pink ceramic tile that adorns the shower wall.,0.17742754518985748,0.0492854306949792,0.17742754518985748,1.0,0.08057472898586138,1.0011809838655874,1,source,"[507, 507, 507, 507, 507, 507, 508, 508, 508, 508, 508]"
626,swap_atribute,congruent,A little child picking up an upside down umbrella by its handle.,An upside umbrella is being picked up by a little child.,An upside down child picking up a little umbrella by its handle.,0.564407467842102,0.15677983897295722,0.564407467842102,1.0,0.6412679284303684,1.09701092939872,1,target,"[156, 156, 156, 156, 156, 156, 429, 429, 429, 429, 429]"
626,swap_atribute,incongruent,A little child picking up an upside down umbrella by its handle.,An upside down child picking up a little umbrella by its handle.,An upside umbrella is being picked up by a little child.,0.39154475927352905,0.10876243799369134,0.39154475927352905,1.0,0.372259801675622,1.0253326706426364,1,target,"[156, 156, 156, 156, 156, 156, 428, 428, 428, 428, 428]"
494,swap_atribute,congruent,A well decorated toilet seat with undecorated surroundings.,"The toilet seat is well decorated, but the surroundings are undecorated.",An undecorated toilet seat with well decorated surroundings.,0.4818464517593384,0.13384623234596474,0.4818464517593384,1.0,0.5006660346395608,1.0542622851121233,1,source,"[367, 367, 367, 367, 367, 367, 572, 572, 572, 572, 572]"
